date,repo,childSha,parentSha,childBranch,newHitLines,newNonHitLines,newFileHitLines,newFileNonHitLines,deletedLinesTested,deletedLinesNotTested,deletedFileLinesTested,deletedFileLinesNotTested,oldLinesNewlyTested,oldLinesNoLongerTested,modifiedLinesNewlyHit,modifiedLinesStillHit,modifiedLinesNotHit,nStatementsInBoth,nStatementsInEither,totalStatementsHitNow,totalStatementsHitPrev,totalStatementsNow,totalStatementsPrev,test_newHitLines,test_newNonHitLines,test_newFileHitLines,test_newFileNonHitLines,test_deletedLinesTested,test_deletedLinesNotTested,test_deletedFileLinesTested,test_deletedFileLinesNotTested,test_oldLinesNewlyTested,test_oldLinesNoLongerTested,test_modifiedLinesNewlyHit,test_modifiedLinesStillHit,test_modifiedLinesNotHit,test_nStatementsInBoth,test_nStatementsInEither,test_totalStatementsHitNow,test_totalStatementsHitPrev,test_totalStatementsNow,test_totalStatementsPrev,src_newHitLines,src_newNonHitLines,src_newFileHitLines,src_newFileNonHitLines,src_deletedLinesTested,src_deletedLinesNotTested,src_deletedFileLinesTested,src_deletedFileLinesNotTested,src_oldLinesNewlyTested,src_oldLinesNoLongerTested,src_modifiedLinesNewlyHit,src_modifiedLinesStillHit,src_modifiedLinesNotHit,src_nStatementsInBoth,src_nStatementsInEither,src_totalStatementsHitNow,src_totalStatementsHitPrev,src_totalStatementsNow,src_totalStatementsPrev
2016-08-17 15:13:54,square-retrofit,db061137bc7a757a527773e3024083750982051f,999c72be0468664c711159cd53deff79e62ee4a1,master,11,0,88,10,75,4,42,6,2,0,0,0,0,4190,4368,4291,4267,6865,6760,0,0,0,0,0,0,0,0,0,0,0,0,0,3019,3019,3019,3019,4482,4482,11,0,88,10,75,4,42,6,2,0,0,0,0,1171,1349,1272,1248,2383,2278
2016-07-21 03:53:50,square-retrofit,fccedbeb4d5181c926fff450cdf5c5116ef0eeaa,2704f63ab69d9cb5073aeb274a860317d2b23946,master,0,0,0,0,0,0,0,0,0,0,0,0,0,4271,4271,4271,4271,6814,6814,0,0,0,0,0,0,0,0,0,0,0,0,0,2991,2991,2991,2991,4422,4422,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,1280,1280,1280,2392,2392
2017-02-15 04:18:33,square-retrofit,c4be2dd8e36a9fd031b28950c9ec29944c76c4e7,c516a34e107818c394f75997fe4a8cf10f299852,master,2,1,0,0,2,0,0,0,9,0,0,0,0,6333,6346,6344,6335,9292,9281,0,0,0,0,0,0,0,0,1,0,0,0,0,4736,4737,4737,4736,6451,6451,2,1,0,0,2,0,0,0,8,0,0,0,0,1597,1609,1607,1599,2841,2830
2017-05-09 18:15:12,square-retrofit,9d621ff8c512d5e28cb760ad62edfa2d3fe40292,522592bb11fc8aa1ee491c3e7a1fe55675c372cd,master,1,0,0,0,3,1,0,0,1,0,0,0,0,6350,6356,6352,6354,9301,9301,0,0,0,0,0,0,0,0,0,0,0,0,0,4746,4746,4746,4746,6460,6460,1,0,0,0,3,1,0,0,1,0,0,0,0,1604,1610,1606,1608,2841,2841
2017-02-21 22:09:16,square-retrofit,cf866d1243f99a845d6433b5f713740333812c29,1cc726f6a5efcc9e0d5e4b740acee62985d9d5c5,master,0,0,0,0,0,0,0,0,0,0,0,0,0,6344,6344,6344,6344,9292,9292,0,0,0,0,0,0,0,0,0,0,0,0,0,4737,4737,4737,4737,6451,6451,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,1607,1607,1607,2841,2841
2017-02-21 21:48:44,square-retrofit,98f8b43a24cb016d87f1f92302f1ca2853c7c896,5916d285e1c6646a0632154958571378720df0d2,master,0,0,0,0,0,0,0,0,0,0,0,0,0,6344,6344,6344,6344,9292,9292,0,0,0,0,0,0,0,0,0,0,0,0,0,4737,4737,4737,4737,6451,6451,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,1607,1607,1607,2841,2841
2016-07-19 01:19:29,square-retrofit,2704f63ab69d9cb5073aeb274a860317d2b23946,1ac625db0e593dd9d742eae2b68ef91747c45e33,master,0,0,0,0,0,0,0,0,0,0,0,0,0,4271,4271,4271,4271,6814,6814,0,0,0,0,0,0,0,0,0,0,0,0,0,2991,2991,2991,2991,4422,4422,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,1280,1280,1280,2392,2392
2017-03-27 22:59:01,square-retrofit,bd8e38d406fff637ed69b1b312a8e439aa28b012,84c3bd70694aecf0a87a4c6e5935b40d2ac7426a,master,8,1,0,0,8,1,0,0,0,0,0,0,0,6336,6352,6344,6344,9292,9284,0,0,0,0,0,0,0,0,0,0,0,0,0,4737,4737,4737,4737,6451,6451,8,1,0,0,8,1,0,0,0,0,0,0,0,1599,1615,1607,1607,2841,2833
2016-03-08 20:42:53,square-retrofit,09ce077dcb95fdfe914fbac97462d8c707e6820d,0104728017a5c1e2ac8d5fa474e70436f186dcdc,master,3,0,0,0,0,0,0,0,0,0,0,0,0,4040,4043,4043,4040,6314,6311,0,0,0,0,0,0,0,0,0,0,0,0,0,2799,2799,2799,2799,4070,4070,3,0,0,0,0,0,0,0,0,0,0,0,0,1241,1244,1244,1241,2244,2241
2017-02-14 02:48:40,square-retrofit,705b43c9d1c74dafa0cf5213df1e1a6ebda44745,3a9d4b77c60e3dfe3a98e0a74a59371014cad7ab,master,0,0,0,0,0,0,0,0,0,0,0,0,0,6335,6335,6335,6335,9283,9283,0,0,0,0,0,0,0,0,0,0,0,0,0,4736,4736,4736,4736,6451,6451,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,1599,1599,1599,2832,2832
2016-11-12 05:31:24,square-retrofit,7c666615fb8ea10b4a958c416ef23180f2d67fd1,32ace0894882a98f56cd509fee1bcc7dff804347,master,39,0,0,0,2,0,0,0,0,0,0,0,0,4329,4370,4368,4331,6947,6908,26,0,0,0,0,0,0,0,0,0,0,0,0,3094,3120,3120,3094,4590,4564,13,0,0,0,2,0,0,0,0,0,0,0,0,1235,1250,1248,1237,2357,2344
2016-04-02 18:03:19,square-retrofit,c8c71edd3edf7ba9233cbe661654fd15402d537f,011a89ee00e16d6e775b29fa4710718cc864baf8,master,46,21,0,0,10,23,0,0,11,0,0,0,0,4097,4165,4154,4108,6608,6563,38,21,0,0,6,23,0,0,10,0,0,0,0,2839,2893,2887,2845,4259,4222,8,0,0,0,4,0,0,0,1,0,0,0,0,1258,1272,1267,1263,2349,2341
2016-03-10 15:35:17,square-retrofit,28d3d650fd694677b770fbfaa229d895a72b76f5,1373b5830c220f83500bafebfc038f1091124a1b,master,7,85,0,0,0,20,0,0,0,0,0,0,0,4043,4050,4050,4043,6384,6313,7,46,0,0,0,0,0,0,0,0,0,0,0,2799,2806,2806,2799,4123,4070,0,39,0,0,0,20,0,0,0,0,0,0,0,1244,1244,1244,1244,2261,2243
2016-10-13 12:33:19,square-retrofit,d0571339b826a9fcbb7b310718073ce24c83f1fc,78b049143b5129b6d802b14c69f900b4089da33c,master,0,0,0,0,0,0,0,0,0,0,0,0,0,4331,4331,4331,4331,6910,6910,0,0,0,0,0,0,0,0,0,0,0,0,0,3094,3094,3094,3094,4564,4564,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,1237,1237,1237,2346,2346
2016-09-17 21:57:30,square-retrofit,c03b3e50d5fe525bc2b5e3bbe1d306a38f176282,2a2196a619fd007828bf212aeab9742a6b318264,master,3,0,0,0,1,0,0,0,0,0,0,0,0,4573,4577,4576,4574,7193,7190,0,0,0,0,0,0,0,0,0,0,0,0,0,3273,3273,3273,3273,4774,4774,3,0,0,0,1,0,0,0,0,0,0,0,0,1300,1304,1303,1301,2419,2416
2016-09-17 23:52:48,square-retrofit,d6666438ea50137df49957d25e62639b86b59197,45ef0b369eb516f82be5eefa4f7cd03df51e5e9f,master,13,0,17,2,205,33,86,8,0,2,0,0,0,4300,4542,4330,4512,6909,6916,6,0,0,0,195,32,0,0,0,2,0,0,0,3088,3296,3094,3290,4564,4596,7,0,17,2,10,1,86,8,0,0,0,0,0,1212,1246,1236,1222,2345,2320
2016-08-19 04:10:01,square-retrofit,eccfe208bcb7c54d357c60842aa6e33cc15424cd,db061137bc7a757a527773e3024083750982051f,master,108,0,59,4,141,0,0,0,0,0,0,0,0,4150,4458,4317,4291,6895,6724,108,0,59,4,141,0,0,0,0,0,0,0,0,2878,3186,3045,3019,4512,4341,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,1272,1272,1272,2383,2383
2016-09-17 23:36:34,square-retrofit,45ef0b369eb516f82be5eefa4f7cd03df51e5e9f,31c82e8bd96d9ec7ef4782157c6dcc742351ff00,master,45,8,0,63,41,7,0,58,0,0,0,0,0,4547,4633,4592,4588,7209,7100,25,4,0,0,25,3,0,0,0,0,0,0,0,3259,3309,3284,3284,4785,4759,20,4,0,63,16,4,0,58,0,0,0,0,0,1288,1324,1308,1304,2424,2341
2017-02-22 04:24:59,square-retrofit,fef22de3f5226ea99627cce7bde8c532d057ce65,2aac890095845fc5211a7c2a5be213303ea0473a,master,0,1,0,0,0,1,0,0,0,0,0,0,0,6344,6344,6344,6344,9292,9292,0,0,0,0,0,0,0,0,0,0,0,0,0,4737,4737,4737,4737,6451,6451,0,1,0,0,0,1,0,0,0,0,0,0,0,1607,1607,1607,1607,2841,2841
2016-09-01 17:06:09,square-retrofit,4f7b239514b91b10b4daa37339bee717776e9bfe,34eb99f46c9f8312563bbcf07345b4ed5354f6ca,master,2,0,0,0,2,0,0,0,0,0,0,0,0,4570,4574,4572,4572,7183,7181,0,0,0,0,0,0,0,0,0,0,0,0,0,3273,3273,3273,3273,4773,4773,2,0,0,0,2,0,0,0,0,0,0,0,0,1297,1301,1299,1299,2410,2408
2016-06-23 01:07:29,square-retrofit,5febe68b3c812a25f60d16e8faa74e39e87528a7,2b59c4b6fe289e1d293fea533c5a4de2fcce85f6,master,1,0,0,0,1,0,0,0,0,0,0,0,0,4253,4255,4254,4254,6795,6794,1,0,0,0,1,0,0,0,0,0,0,0,0,2970,2972,2971,2971,4399,4398,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,1283,1283,1283,2396,2396
2016-03-30 03:28:41,square-retrofit,fb7c2a32dc7deebc4a900ee7822057bccd74d39f,1b05fc9777e5cff4a2396d7cc81e7680f17203a0,master,9,74,0,0,0,2,0,0,0,0,0,0,0,4099,4108,4108,4099,6573,6492,9,54,0,0,0,0,0,0,0,0,0,0,0,2836,2845,2845,2836,4228,4165,0,20,0,0,0,2,0,0,0,0,0,0,0,1263,1263,1263,1263,2345,2327
2016-07-09 04:27:40,square-retrofit,0f42a34d0fb3e2a9cfcffbe1d1796c02e0f43c50,9f00bd309afb7898b68362466d56bf9783d02cfe,master,23,3,0,0,1,0,0,0,0,0,0,0,0,4248,4272,4271,4249,6814,6788,18,3,0,0,0,0,0,0,0,0,0,0,0,2973,2991,2991,2973,4422,4401,5,0,0,0,1,0,0,0,0,0,0,0,0,1275,1281,1280,1276,2392,2387
2016-04-06 03:01:33,square-retrofit,39e5666de30c43de1588c8e2e16eb7c72e1187c3,471a12ee7ef0d16f370a6f3366507246ff0f7251,master,0,0,0,0,0,0,0,0,0,0,0,0,0,4155,4155,4155,4155,6609,6609,0,0,0,0,0,0,0,0,0,0,0,0,0,2887,2887,2887,2887,4259,4259,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,1268,1268,1268,2350,2350
2016-03-14 05:39:30,square-retrofit,dc86914dd999a19c0bc89b5bcb0806573ff0cecf,cf2cdc4d3689229916a3a90a946a878a8608dcd9,master,0,0,0,56,0,0,0,0,0,0,0,0,0,4050,4050,4050,4050,6440,6384,0,0,0,0,0,0,0,0,0,0,0,0,0,2806,2806,2806,2806,4123,4123,0,0,0,56,0,0,0,0,0,0,0,0,0,1244,1244,1244,1244,2317,2261
2016-03-04 03:28:30,square-retrofit,b28f9053fd92535f9d41f2010ead31191e79df36,90ffc800bf59486fe0b4602c6704256166049b27,master,15,43,0,0,6,10,0,0,0,0,0,0,0,4005,4026,4020,4011,6280,6232,15,30,0,0,6,2,0,0,0,0,0,0,0,2761,2782,2776,2767,4049,4006,0,13,0,0,0,8,0,0,0,0,0,0,0,1244,1244,1244,1244,2231,2226
2016-04-30 23:05:45,square-retrofit,db2fcf31b3e9e1a52d8b0081c711324fcfb62683,da766e8be9f8f61d5ddcf2fd0640c9bb8ff6f127,master,0,0,0,0,0,0,0,0,0,0,0,0,0,4211,4211,4211,4211,6732,6732,0,0,0,0,0,0,0,0,0,0,0,0,0,2935,2935,2935,2935,4351,4351,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,1276,1276,1276,2381,2381
2017-05-08 14:36:11,square-retrofit,3c963a4a470194961e98952b2b51b8b29901d9e5,77f37fa8ca7e76af48cafe7809a57200cd32b96f,master,14,3,0,0,15,1,0,0,0,0,0,0,0,6339,6368,6353,6354,9303,9287,0,0,0,0,0,0,0,0,0,0,0,0,0,4746,4746,4746,4746,6460,6460,14,3,0,0,15,1,0,0,0,0,0,0,0,1593,1622,1607,1608,2843,2827
2016-08-19 04:14:55,square-retrofit,504dd092bc0c77e4e280c840bef4c9fd7f2efd0b,eccfe208bcb7c54d357c60842aa6e33cc15424cd,master,231,36,14,2,3,1,0,0,6,0,0,0,0,4314,4568,4565,4317,7176,6892,210,33,14,2,0,0,0,0,4,0,0,0,0,3045,3273,3273,3045,4773,4512,21,3,0,0,3,1,0,0,2,0,0,0,0,1269,1295,1292,1272,2403,2380
2016-04-15 00:23:09,square-retrofit,7f3784746bf001501c9f0c34acd04f966f921105,75a56d96b64e9544501cf674e4114446f509af81,master,0,0,0,0,0,0,0,0,0,0,0,0,0,4195,4195,4195,4195,6653,6653,0,0,0,0,0,0,0,0,0,0,0,0,0,2920,2920,2920,2920,4303,4303,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,1275,1275,1275,2350,2350
2016-04-13 03:56:12,square-retrofit,29178bf378bc73acc2df78104303f504949fd56b,2a53536aad6e67702e8b2be66d66c4a6b21bb4c4,master,11,0,0,0,11,0,0,0,0,0,0,0,0,4184,4206,4195,4195,6653,6642,11,0,0,0,11,0,0,0,0,0,0,0,0,2909,2931,2920,2920,4303,4292,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,1275,1275,1275,2350,2350
2016-11-19 20:25:16,square-retrofit,bbd8dd0ce73f954431570b00096b9c4eeab4b94c,b5507b8c7a30af731d43f80578473349ef0468bd,master,0,0,0,19,0,0,0,0,0,0,0,0,0,5731,5731,5731,5731,8452,8433,0,0,0,0,0,0,0,0,0,0,0,0,0,4323,4323,4323,4323,5904,5904,0,0,0,19,0,0,0,0,0,0,0,0,0,1408,1408,1408,1408,2548,2529
2016-04-02 21:06:34,square-retrofit,b50cf58ecb62438abfa19be0f406b8e59d0d0476,011a89ee00e16d6e775b29fa4710718cc864baf8,master,46,21,0,0,10,23,0,0,11,0,0,0,0,4097,4165,4154,4108,6608,6563,38,21,0,0,6,23,0,0,10,0,0,0,0,2839,2893,2887,2845,4259,4222,8,0,0,0,4,0,0,0,1,0,0,0,0,1258,1272,1267,1263,2349,2341
2016-05-17 04:34:43,square-retrofit,28d350d99430c87b4ada7d1aa9e08c96884cb388,56676ab1e2701d6b25d821691c7111b46524d4ce,master,6,0,0,0,1,0,0,0,0,0,0,0,0,4219,4226,4225,4220,6746,6740,4,0,0,0,0,0,0,0,0,0,0,0,0,2944,2948,2948,2944,4364,4360,2,0,0,0,1,0,0,0,0,0,0,0,0,1275,1278,1277,1276,2382,2380
2016-08-21 06:02:59,square-retrofit,240e3cdf6822a2fb0514cae4758822780d559359,e02fb37616277cf19eed0d2fabc6e9aae61c0f01,master,3,0,0,0,0,0,0,0,0,0,0,0,0,4569,4572,4572,4569,7183,7180,0,0,0,0,0,0,0,0,0,0,0,0,0,3273,3273,3273,3273,4773,4773,3,0,0,0,0,0,0,0,0,0,0,0,0,1296,1299,1299,1296,2410,2407
2016-04-21 19:11:34,square-retrofit,5b7af9a4d3f8ecb30ba297c3d72fb727a0c5b61d,adfe99884bfc01dd3a1164a768fef96d6550208b,master,0,0,0,0,0,0,0,0,0,0,0,0,0,4211,4211,4211,4211,6732,6732,0,0,0,0,0,0,0,0,0,0,0,0,0,2935,2935,2935,2935,4351,4351,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,1276,1276,1276,2381,2381
2016-03-29 19:13:02,square-retrofit,c107778914815466bda00878c4cbc6b799a6e133,6b2bb3ad958e003488b8308df7927555a2b1008b,master,43,0,12,0,8,0,0,0,2,0,0,0,0,4042,4107,4099,4050,6492,6435,29,0,0,0,0,0,0,0,1,0,0,0,0,2806,2836,2836,2806,4165,4135,14,0,12,0,8,0,0,0,1,0,0,0,0,1236,1271,1263,1244,2327,2300
2017-05-13 00:35:28,square-retrofit,cc0df11320ba770d799f615821cbd2b1bcd093d8,9d621ff8c512d5e28cb760ad62edfa2d3fe40292,master,3,0,2,0,2,0,0,0,0,0,0,0,0,6350,6357,6355,6352,9304,9299,2,0,0,0,1,0,0,0,0,0,0,0,0,4745,4748,4747,4746,6461,6459,1,0,2,0,1,0,0,0,0,0,0,0,0,1605,1609,1608,1606,2843,2840
2017-05-13 00:37:24,square-retrofit,85593d29acbb39688bc6cb8711148f1dc6b41513,cc0df11320ba770d799f615821cbd2b1bcd093d8,master,2,0,68,2,0,0,0,0,0,0,0,0,0,6355,6425,6425,6355,9376,9304,0,0,42,0,0,0,0,0,0,0,0,0,0,4747,4789,4789,4747,6503,6461,2,0,26,2,0,0,0,0,0,0,0,0,0,1608,1636,1636,1608,2873,2843
2016-03-11 19:46:06,square-retrofit,61f97fc5856f320f2b7ae52b9a297f9d18591e8f,210be051ddbbd3383f02d51e3d15f021fb0aac48,master,4,0,0,0,4,0,0,0,0,0,0,0,0,4046,4054,4050,4050,6384,6380,0,0,0,0,0,0,0,0,0,0,0,0,0,2806,2806,2806,2806,4123,4123,4,0,0,0,4,0,0,0,0,0,0,0,0,1240,1248,1244,1244,2261,2257
2017-02-14 03:12:12,square-retrofit,c516a34e107818c394f75997fe4a8cf10f299852,3a9d4b77c60e3dfe3a98e0a74a59371014cad7ab,master,0,0,0,0,0,0,0,0,0,0,0,0,0,6335,6335,6335,6335,9283,9283,0,0,0,0,0,0,0,0,0,0,0,0,0,4736,4736,4736,4736,6451,6451,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,1599,1599,1599,2832,2832
2017-02-11 03:17:08,square-retrofit,78e0cd85451bef91d4803964e26bc406649e1e7e,9f2ea471e572f6596c482d23edcfeee0d861b959,master,0,0,0,0,0,0,0,0,0,0,0,0,0,6353,6353,6353,6353,9310,9310,0,0,0,0,0,0,0,0,0,0,0,0,0,4742,4742,4742,4742,6460,6460,0,0,0,0,0,0,0,0,0,0,0,0,0,1611,1611,1611,1611,2850,2850
2016-03-10 23:53:26,square-retrofit,4e1b171943b8bdef8bfc78e0bae17ddcd53052be,1373b5830c220f83500bafebfc038f1091124a1b,master,7,85,0,0,0,20,0,0,0,0,0,0,0,4043,4050,4050,4043,6384,6313,7,46,0,0,0,0,0,0,0,0,0,0,0,2799,2806,2806,2799,4123,4070,0,39,0,0,0,20,0,0,0,0,0,0,0,1244,1244,1244,1244,2261,2243
2016-03-14 06:09:27,square-retrofit,78897005be619c3b63d238bf5d0de0f1580d95d4,5149dfc6df391bc5f56aee3404267276f9ffef98,master,0,0,0,56,0,0,0,0,0,0,0,0,0,4050,4050,4050,4050,6443,6387,0,0,0,0,0,0,0,0,0,0,0,0,0,2806,2806,2806,2806,4135,4135,0,0,0,56,0,0,0,0,0,0,0,0,0,1244,1244,1244,1244,2308,2252
2016-08-17 12:55:26,square-retrofit,8345983fbf3ffb79f34e57ce93b63b8cd585cff0,ec0635c603f85fe8217691f94769419db4f3c1c0,master,78,0,97,3,51,24,87,0,3,0,0,0,0,4130,4359,4308,4181,6882,6728,75,0,97,3,50,24,87,0,0,0,0,0,0,2847,3069,3019,2897,4482,4331,3,0,0,0,1,0,0,0,3,0,0,0,0,1283,1290,1289,1284,2400,2397
2016-03-04 04:18:25,square-retrofit,36de10d7a2be6389516286e2f22bd5e1acaac087,90ffc800bf59486fe0b4602c6704256166049b27,master,15,43,0,0,6,10,0,0,0,0,0,0,0,4005,4026,4020,4011,6280,6232,15,30,0,0,6,2,0,0,0,0,0,0,0,2761,2782,2776,2767,4049,4006,0,13,0,0,0,8,0,0,0,0,0,0,0,1244,1244,1244,1244,2231,2226
2016-04-06 00:10:50,square-retrofit,471a12ee7ef0d16f370a6f3366507246ff0f7251,d03c87f6066c005c3336ebd8cbc85ec983dfc6d2,master,4,1,0,0,4,1,0,0,0,0,0,0,0,4151,4159,4155,4155,6609,6605,2,0,0,0,2,0,0,0,0,0,0,0,0,2885,2889,2887,2887,4259,4257,2,1,0,0,2,1,0,0,0,0,0,0,0,1266,1270,1268,1268,2350,2348
2017-02-21 22:13:47,square-retrofit,2aac890095845fc5211a7c2a5be213303ea0473a,1cc726f6a5efcc9e0d5e4b740acee62985d9d5c5,master,0,0,0,0,0,0,0,0,0,0,0,0,0,6344,6344,6344,6344,9292,9292,0,0,0,0,0,0,0,0,0,0,0,0,0,4737,4737,4737,4737,6451,6451,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,1607,1607,1607,2841,2841
2016-03-15 16:47:16,square-retrofit,10ff3d97faadcd6f716447d3376f9f51992e44dd,78897005be619c3b63d238bf5d0de0f1580d95d4,master,0,0,0,0,0,0,0,0,0,0,0,0,0,4050,4050,4050,4050,6443,6443,0,0,0,0,0,0,0,0,0,0,0,0,0,2806,2806,2806,2806,4135,4135,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,1244,1244,1244,2308,2308
2016-06-15 04:14:37,square-retrofit,6f8a9a664c0198992b8478e0671cc4a7db4f1d8e,9a3be63e7c29670947776844fcb1992c95dbd2e2,master,0,0,0,0,0,0,0,0,0,0,0,0,0,4253,4253,4253,4253,6794,6794,0,0,0,0,0,0,0,0,0,0,0,0,0,2970,2970,2970,2970,4398,4398,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,1283,1283,1283,2396,2396
2016-06-15 04:27:54,square-retrofit,fd2f2e24a9e3aae3f7f6a832da3bb6fc22362577,644be3a725ce2b19ae1139b1420c6487e3d3998b,master,0,0,0,0,0,0,0,0,0,0,0,0,0,4253,4253,4253,4253,6794,6794,0,0,0,0,0,0,0,0,0,0,0,0,0,2970,2970,2970,2970,4398,4398,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,1283,1283,1283,2396,2396
2016-03-07 03:47:40,square-retrofit,903e1601d28fdb32756deb842214c1d414be4986,403573ab56ccf8b364d666b01129391cdccaa011,master,0,0,0,31,0,0,0,0,0,0,0,0,0,4053,4053,4053,4053,6327,6296,0,0,0,0,0,0,0,0,0,0,0,0,0,2810,2810,2810,2810,4084,4084,0,0,0,31,0,0,0,0,0,0,0,0,0,1243,1243,1243,1243,2243,2212
2016-03-06 22:33:58,square-retrofit,6961f57ab97224073743b1f14a0395a493c52985,7b3a7da04430685462b95aac9b2c769e15a9cbcc,master,39,5,201,313,20,4,200,315,8,0,0,0,0,3805,4073,4053,3825,6296,5742,23,4,21,0,0,3,21,0,0,0,0,0,0,2766,2810,2810,2766,4084,4039,16,1,180,313,20,1,179,315,8,0,0,0,0,1039,1263,1243,1059,2212,1703
2016-11-19 21:17:50,square-retrofit,93e2d1e0460b9f19b03036baaa6f554dcb6441dc,b5507b8c7a30af731d43f80578473349ef0468bd,master,0,0,0,19,0,0,0,0,0,0,0,0,0,5731,5731,5731,5731,8452,8433,0,0,0,0,0,0,0,0,0,0,0,0,0,4323,4323,4323,4323,5904,5904,0,0,0,19,0,0,0,0,0,0,0,0,0,1408,1408,1408,1408,2548,2529
2017-05-08 16:42:39,square-retrofit,522592bb11fc8aa1ee491c3e7a1fe55675c372cd,77f37fa8ca7e76af48cafe7809a57200cd32b96f,master,14,3,0,0,15,1,0,0,0,0,0,0,0,6339,6368,6353,6354,9303,9287,0,0,0,0,0,0,0,0,0,0,0,0,0,4746,4746,4746,4746,6460,6460,14,3,0,0,15,1,0,0,0,0,0,0,0,1593,1622,1607,1608,2843,2827
2017-02-13 22:31:38,square-retrofit,4546d5d88a331db779e72fbf453bc5abd69edd2d,78e0cd85451bef91d4803964e26bc406649e1e7e,master,10,0,20,3,32,6,20,6,4,0,0,0,0,6301,6367,6335,6333,9283,9252,6,0,10,3,2,0,20,6,0,0,0,0,0,4720,4738,4736,4722,6451,6432,4,0,10,0,30,6,0,0,4,0,0,0,0,1581,1629,1599,1611,2832,2820
2016-06-26 14:18:42,square-retrofit,9f00bd309afb7898b68362466d56bf9783d02cfe,5febe68b3c812a25f60d16e8faa74e39e87528a7,master,3,0,0,0,8,1,0,0,0,0,0,0,0,4246,4257,4249,4254,6789,6787,2,0,0,0,0,0,0,0,0,0,0,0,0,2971,2973,2973,2971,4401,4399,1,0,0,0,8,1,0,0,0,0,0,0,0,1275,1284,1276,1283,2388,2388
